# Summary stats for batch processing of regression models
# timestamp: 2018-03-27 13:11:47
# NJG
# ------------------------

"ID","fileName","slope","pVal","r2"
1,"ranFile001.csv",-0.0171251744595746,0.852901154139704,0.000375659838869932
2,"ranFile002.csv",0.0711383038824185,0.630444257569597,0.00530638449966365
3,"ranFile003.csv",-0.0627978729056359,0.6088401270453,0.0047931623544094
4,"ranFile004.csv",0.200330610741801,0.627771289676782,0.0272295482325428
5,"ranFile005.csv",-0.112009163530476,0.256736817109027,0.0156581241130876
6,"ranFile006.csv",-0.183451084045872,0.277489876827955,0.0405274549074289
7,"ranFile007.csv",0.10703989247077,0.334178213792904,0.0121170040978444
8,"ranFile008.csv",0.0334775119973015,0.78030644616002,0.00110285516268364
9,"ranFile009.csv",-0.193336245040465,0.236407334016258,0.0464006818013058
10,"ranFile010.csv",0.100987396282109,0.404188283465715,0.00955147223362988
11,"ranFile011.csv",0.0359665316985579,0.757214775636453,0.00157832968069324
12,"ranFile012.csv",-0.0877809418617606,0.62476317253261,0.00574753381224944
13,"ranFile013.csv",-0.10524836568209,0.593021858467528,0.0107192711053865
14,"ranFile014.csv",-0.0666146719787247,0.847278514896727,0.00492240774504339
15,"ranFile015.csv",-0.156354759004203,0.0898837252950209,0.029670073451777
16,"ranFile016.csv",-0.288691158891467,0.517938566155338,0.0328574298760854
17,"ranFile017.csv",0.0533805467261674,0.785791752417314,0.00377946196761119
18,"ranFile018.csv",-0.0686578086694035,0.564799580989486,0.00469042026456012
19,"ranFile019.csv",-0.0997205178238595,0.654264605473667,0.0120760508686422
20,"ranFile020.csv",0.0841162907690162,0.446120796210942,0.00765891190488135
21,"ranFile021.csv",-0.0219415065794438,0.934510464885467,0.000364780056123678
22,"ranFile022.csv",-0.107547344080813,0.581576619553908,0.0118363925029303
23,"ranFile023.csv",0.0639767583113283,0.580970469512426,0.00402711444238607
24,"ranFile024.csv",-0.393614122162083,0.199729849305465,0.107116698085142
25,"ranFile025.csv",-0.0431685852359664,0.714937719126019,0.00157736386002475
26,"ranFile026.csv",-0.0884260954758444,0.515525672886489,0.00708099986329517
27,"ranFile027.csv",-0.114980990415351,0.400489574088974,0.0164929576734441
28,"ranFile028.csv",-0.110831732902212,0.339040465537043,0.0106335376699472
29,"ranFile029.csv",-0.431584417236915,0.15157566779683,0.151499963735003
30,"ranFile030.csv",-0.075598682439677,0.475800760133783,0.00637532594563777
31,"ranFile031.csv",0.136550116057534,0.408212182012881,0.0140032355220028
32,"ranFile032.csv",0.0575102098373596,0.636803996320535,0.0034504557522416
33,"ranFile033.csv",0.126999295323813,0.285826442747686,0.0172409499765297
34,"ranFile034.csv",-0.0446297388398356,0.878833011151829,0.00220843682121991
35,"ranFile035.csv",-0.139851280346181,0.471416606801028,0.0218228711695104
36,"ranFile036.csv",0.0159304899208213,0.90518474958675,0.000246712053319144
37,"ranFile037.csv",-0.297696348914495,0.120555200848598,0.101535098061396
38,"ranFile038.csv",-0.669276417263872,0.448755207974496,0.149602223757532
39,"ranFile039.csv",0.271486997511509,0.0834233916564108,0.103218155466348
40,"ranFile040.csv",0.223717298326717,0.438357127402424,0.0319287016156409
41,"ranFile041.csv",-0.10394789229139,0.400385786393612,0.012222677124611
42,"ranFile042.csv",-0.166868719259795,0.0924831148572684,0.031477266464959
43,"ranFile043.csv",0.116917717826209,0.758408176052422,0.00571426114527267
44,"ranFile044.csv",-0.118834647065287,0.316200271230271,0.0135746121735551
45,"ranFile045.csv",0.12049230911656,0.334428330343765,0.0141228106759581
46,"ranFile046.csv",-0.343102287881053,0.00128775981983625,0.138471738023941
47,"ranFile047.csv",-0.227222894609827,0.338436233090631,0.0539907417615105
48,"ranFile048.csv",0.0274080555248957,0.8638554742518,0.000605998484394026
49,"ranFile049.csv",0.108876249103583,0.404222785559524,0.0134176726050086
50,"ranFile050.csv",-0.259543495262282,0.138088495496294,0.0742415775843598
51,"ranFile051.csv",0.137284703019203,0.551847146009827,0.017984447042754
52,"ranFile052.csv",-0.447579372876962,0.196933031625982,0.25979442793924
53,"ranFile053.csv",-0.0381427881553287,0.78322630531004,0.00133868473060667
54,"ranFile054.csv",-0.221980526498712,0.236073329844201,0.0464653061094609
55,"ranFile055.csv",-0.0543935544292099,0.700883357232691,0.00197859120573165
56,"ranFile056.csv",-0.840749553335781,0.0403746349953922,0.427274115931653
57,"ranFile057.csv",-0.118099588556649,0.309677580020002,0.0139429490695358
58,"ranFile058.csv",-0.122763935191869,0.26898052282459,0.0217750800325414
59,"ranFile059.csv",0.196552324626075,0.162589031660851,0.0448402166953926
60,"ranFile060.csv",-0.202215342386138,0.155864023890635,0.0423812364402741
61,"ranFile061.csv",-0.221879087416764,0.0450385098071658,0.0486762242856736
62,"ranFile062.csv",-0.281586580336977,0.155846114780948,0.0638882925530974
63,"ranFile063.csv",0.0371806957295886,0.717238009812418,0.00169084820750284
64,"ranFile064.csv",-0.00997225344892259,0.94239395194641,7.30262771190202e-05
65,"ranFile065.csv",0.0401518742219669,0.747013726953537,0.00147486622756163
66,"ranFile066.csv",0.0425605518702651,0.744707116559961,0.00178040659285459
67,"ranFile067.csv",0.0424734486967909,0.721808433755539,0.00193343692116936
68,"ranFile068.csv",-0.15166221475855,0.15955348215959,0.0221067911745744
69,"ranFile069.csv",0.269667855070779,0.0145223529239348,0.0625348135856018
70,"ranFile070.csv",0.205293203282085,0.190973184363317,0.0413406604365244
71,"ranFile071.csv",-0.0340520122487208,0.814300090543815,0.00105025087767292
72,"ranFile072.csv",-0.0445572859862512,0.843892395462799,0.00249726211592011
73,"ranFile073.csv",-0.106353756689119,0.347368708508752,0.0121057017680188
74,"ranFile074.csv",0.181432189634064,0.219475689927535,0.0254435924110817
75,"ranFile075.csv",-0.126388221398415,0.327431070288101,0.0137037763594192
76,"ranFile076.csv",-0.0251348383230573,0.838737739425446,0.000613359767558383
77,"ranFile077.csv",0.0492553688275286,0.812081087007076,0.00275250883449882
78,"ranFile078.csv",-0.171470367554387,0.453345046319332,0.028411951669417
79,"ranFile079.csv",0.528181400723071,0.161971128949454,0.349716008068724
80,"ranFile080.csv",0.0846162429494949,0.5554234996321,0.0103238658512016
81,"ranFile081.csv",0.133397793198646,0.243541588289947,0.0202422497805846
82,"ranFile082.csv",-0.0375706990008226,0.736499189848132,0.00127856735838
83,"ranFile083.csv",-0.168951752698351,0.14299642089883,0.0332199422560821
84,"ranFile084.csv",0.132631669835378,0.36082114326087,0.0154860650638932
85,"ranFile085.csv",0.0453415976998532,0.878613683418586,0.00186280426625258
86,"ranFile086.csv",0.0695041892390894,0.576281748376516,0.00441964767811099
87,"ranFile087.csv",-0.256975010793613,0.0869815654427551,0.0976507132569849
88,"ranFile088.csv",0.0669295027312042,0.583257020780435,0.00496264290573046
89,"ranFile089.csv",0.0509643375372465,0.65270379857911,0.00308685930271699
90,"ranFile090.csv",0.014402506708447,0.89817761238401,0.000266211597343991
91,"ranFile091.csv",-0.355894836280234,0.415298452171528,0.0673576171089375
92,"ranFile092.csv",0.0951152484910789,0.55793844479955,0.00786000474530021
93,"ranFile093.csv",-0.17331831902097,0.568414766360825,0.0237935280540721
94,"ranFile094.csv",0.104578489756189,0.581641566025125,0.0102367469978522
95,"ranFile095.csv",-0.235848019847535,0.0549651164394635,0.0653417165275968
96,"ranFile096.csv",0.0120037614089025,0.938184173482124,0.000185018241203119
97,"ranFile097.csv",-0.198325776450048,0.162817084701692,0.0311746090319889
98,"ranFile098.csv",0.168004152101462,0.173172559480797,0.0360684183262633
99,"ranFile099.csv",0.126077249579274,0.480529816740793,0.0193226131030869
100,"ranFile100.csv",0.0859316647069673,0.541500823237124,0.00646163144057093
